Brand,EAN,First_Observed,Num_Chains,Observed_Chains,Total_Rows,Total_NSV_Lakh
MAMAEARTH,8906087776628,2026-07,1,LULU HYPER,2,0.1385831661016949
MAMAEARTH,8906087770893,2026-08,1,NYKAA E-RETAIL LIMITED,6,0.1331186
MAMAEARTH,8904417312430,2026-07,3,HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED,12,0.1288835406779661
MAMAEARTH,8906087771944,2026-07,2,LULU HYPER|NYKAA E-RETAIL LIMITED,6,0.12518226779661018
MAMAEARTH,8904417320732,2026-08,1,NYKAA E-RETAIL LIMITED,8,0.1190078
MAMAEARTH,8906087772477,2026-08,1,NYKAA E-RETAIL LIMITED,7,0.11808160000000001
MAMAEARTH,8906087778264,2026-08,1,NYKAA E-RETAIL LIMITED,4,0.1161461
MAMAEARTH,8906087772873,2026-07,2,HEALTH & GLOW|LULU HYPER,7,0.10994150000000001
MAMAEARTH,8906087776895,2026-07,2,DMART|HEALTH & GLOW,18,0.10705830000000001
MAMAEARTH,8906087773016,2026-07,4,DMART|HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED,9,0.10586105423728814
MAMAEARTH,8904417312133,2026-07,3,DMART|HEALTH & GLOW|NYKAA E-RETAIL LIMITED,12,0.09856480000000001
MAMAEARTH,8906087770435,2026-07,3,HEALTH & GLOW|MORE RETAIL|NYKAA E-RETAIL LIMITED,4,0.0982201
MAMAEARTH,8906087775546,2026-07,2,NYKAA E-RETAIL LIMITED|RELIANCE RETAIL,16,0.0976666
MAMAEARTH,8906087775126,2026-08,1,NYKAA E-RETAIL LIMITED,6,0.09485260000000001
MAMAEARTH,8904417320008,2026-08,1,RELIANCE RETAIL,1,0.0886267
MAMAEARTH,8906087777229,2026-07,2,HEALTH & GLOW|LULU HYPER,7,0.08651249999999999
MAMAEARTH,8904417302318,2026-07,2,HEALTH & GLOW|RELIANCE RETAIL,20,0.0799703
MAMAEARTH,8904417313765,2026-07,2,HEALTH & GLOW|SRI VIJAYA DURGA AGENCIES,8,0.07877569999999999
MAMAEARTH,8906087775096,2026-07,2,HEALTH & GLOW|SPENCER,12,0.056082099999999996
MAMAEARTH,8904417315677,2026-07,2,HEALTH & GLOW|VENKATESHWARA AGENCIES-TG,13,0.052602300000000005
MAMAEARTH,8906087777212,2026-07,2,HEALTH & GLOW|LULU HYPER,2,0.05190750000000001
MAMAEARTH,8904417315622,2026-07,4,HEALTH & GLOW|M/S KOTTARAM BUSINESS|RELIANCE RETAIL|VENKATESHWARA AGENCIES-TG,9,0.0477528
MAMAEARTH,8906087779322,2026-07,1,HEALTH & GLOW,6,0.046194299999999994
MAMAEARTH,8906087771685,2026-07,1,LULU HYPER,1,0.03959525423728814
MAMAEARTH,8904417315035,2026-08,1,NYKAA E-RETAIL LIMITED,5,0.0373065
MAMAEARTH,8904417312447,2026-08,1,NYKAA E-RETAIL LIMITED,3,0.033196500000000004
MAMAEARTH,8906087777847,2026-08,1,NYKAA E-RETAIL LIMITED,2,0.0299018
MAMAEARTH,8906087779339,2026-07,1,HEALTH & GLOW,5,0.029696399999999998
MAMAEARTH,8906087779353,2026-07,1,HEALTH & GLOW,6,0.0246018
MAMAEARTH,8906087771340,2026-07,2,HEALTH & GLOW|SPENCER,6,0.0235199
MAMAEARTH,8906087772330,2026-07,1,LULU HYPER,1,0.0230971186440678
MAMAEARTH,8904417306170,2026-08,1,NYKAA E-RETAIL LIMITED,2,0.0199179
MAMAEARTH,8904417303407,2026-08,1,SRI VIJAYA DURGA AGENCIES,1,0.0195576
MAMAEARTH,8906087770060,2026-07,1,SASTA SUNDAR,1,0.019004
MAMAEARTH,8904417315042,2026-08,1,NYKAA E-RETAIL LIMITED,2,0.0158576
MAMAEARTH,8904417322552,2026-08,1,APOLLO PHARMACY,1,0.014888
MAMAEARTH,8904417312478,2026-08,1,NYKAA E-RETAIL LIMITED,1,0.0132786
MAMAEARTH,8906087775539,2026-08,1,NYKAA E-RETAIL LIMITED,1,0.0132786
MAMAEARTH,8906087771982,2026-07,1,APOLLO PHARMACY,3,0.0108205
MAMAEARTH,8904417306002,2026-08,1,NYKAA E-RETAIL LIMITED,1,0.0066393
MAMAEARTH,8904417312515,2026-08,1,NYKAA E-RETAIL LIMITED,1,0.0066393
MAMAEARTH,8904417312522,2026-08,1,NYKAA E-RETAIL LIMITED,1,0.0066393
MAMAEARTH,8904417315554,2026-08,1,HEALTH & GLOW,1,0.0057674
MAMAEARTH,8904417312300,2026-07,1,HEALTH & GLOW,2,0.0046058
MAMAEARTH,8906087771968,2026-08,1,APOLLO PHARMACY,1,0.0032427
MAMAEARTH,8904417312379,2026-07,1,HEALTH & GLOW,1,0.0017123
MAMAEARTH,8904417310030,2026-08,5,AZ ENTERPRISES-MT|CHOUDHARY ENTERPRISES|MARK ENTERPRISE-APOLLO|REAL TIME LOGISTICS_MT_BR|SANCUS NETWORKS-MT-REG.,6,0.00022700000000000002
MAMAEARTH,8904417319767,2026-08,2,CHOUDHARY ENTERPRISES|REAL TIME LOGISTICS_MT_BR,2,8.8e-05
MAMAEARTH,8904417325997,2026-08,7,AZ ENTERPRISES-MT|CHOUDHARY ENTERPRISES|D.L. SALES - MT|MARK ENTERPRISE-APOLLO|REAL TIME LOGISTICS_MT_BR|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.,9,1.8e-05
MAMAEARTH,8904417326017,2026-08,6,CHOUDHARY ENTERPRISES|D.L. SALES - MT|MARK ENTERPRISE-APOLLO|REAL TIME LOGISTICS_MT_BR|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.,8,1.6e-05
MAMAEARTH,8904417326031,2026-08,6,CHOUDHARY ENTERPRISES|D.L. SALES - MT|MARK ENTERPRISE-APOLLO|REAL TIME LOGISTICS_MT_BR|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.,8,1.6e-05
MAMAEARTH,8904417301496,2026-08,1,D-MART-OFFLINE,1,2e-06
MAMAEARTH,8904417302097,2026-08,1,D-MART-OFFLINE,1,2e-06
MAMAEARTH,8904417324686,2026-08,1,D-MART-OFFLINE,1,1e-06
THE DERMA CO,8904417315141,2026-07,27,APOLLO PHARMACY|ARAMBAGH|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|FRANK ROSS|G.V ENTERPRISES|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|HYPERMAX CITY-CARREFOUR|JUST MARK-D-MART|KIRAN TRADING COMPANY-SOLAPUR-D-MART|LULU HYPER|METRO-CNC-RRL|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SANCUS NETWORKS-MT-REG.|SPENCER|SRI VIJAYA DURGA AGENCIES|STAR BAZAAR|TRAVEL NEWS SERVICES-WSMITH|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,343,484.42344292847457
THE DERMA CO,8906087775645,2026-07,22,APOLLO PHARMACY|ARAMBAGH|AZ ENTERPRISES-MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|FRANK ROSS|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|JUST MARK-D-MART|KIRAN TRADING COMPANY-SOLAPUR-D-MART|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|SANCUS NETWORKS-MT-REG.|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,193,255.2502350322034
THE DERMA CO,8904417306248,2026-07,20,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|EREMEDIUM|G.V ENTERPRISES|HEALTH & GLOW|HYPERMAX CITY-CARREFOUR|JUST MARK-D-MART|KIRAN TRADING COMPANY-SOLAPUR-D-MART|LULU HYPER|M/S KOTTARAM BUSINESS|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,218,219.0296598101695
THE DERMA CO,8904417314755,2026-07,21,APOLLO PHARMACY|ARAMBAGH|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|D.L. SALES - MT|DMART|FRANK ROSS|G.V ENTERPRISES|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|HYPERMAX CITY-CARREFOUR|LULU HYPER|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SANCUS NETWORKS-MT-REG.|SPENCER|SRI VIJAYA DURGA AGENCIES|TRAVEL NEWS SERVICES-WSMITH|WELLNESS FOREVER,294,148.12673684237288
THE DERMA CO,8904417325324,2026-07,12,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|G.V ENTERPRISES|HYPERMAX CITY-CARREFOUR|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|RELIANCE RETAIL|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.|SRI VIJAYA DURGA AGENCIES,48,36.195774685714284
THE DERMA CO,8906087772040,2026-07,21,APOLLO PHARMACY|AZ ENTERPRISES-MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|EREMEDIUM|G.V ENTERPRISES|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|HYPERMAX CITY-CARREFOUR|LULU HYPER|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SANCUS NETWORKS-MT-REG.|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,166,35.6483221779661
THE DERMA CO,8904417325348,2026-07,11,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|G.V ENTERPRISES|HYPERMAX CITY-CARREFOUR|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SRI VIJAYA DURGA AGENCIES,44,33.73158547142857
THE DERMA CO,8904417306231,2026-07,17,APOLLO PHARMACY|AZ ENTERPRISES-MT|D-MART-OFFLINE|DMART|FRANK ROSS|G.V ENTERPRISES|HEALTH & GLOW|HYPERMAX CITY-CARREFOUR|LULU HYPER|M/S KOTTARAM BUSINESS|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|STAR BAZAAR|TRAVEL NEWS SERVICES-WSMITH|V-MART,72,32.46680600169492
THE DERMA CO,8906087776604,2026-07,15,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|DMART|FRANK ROSS|G.V ENTERPRISES|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|LULU HYPER|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SANCUS NETWORKS-MT-REG.|VENKATESHWARA AGENCIES-TG,130,27.292920915254236
THE DERMA CO,8906087775607,2026-07,21,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|D.L. SALES - MT|DMART|EREMEDIUM|FRANK ROSS|G.V ENTERPRISES|HEALTH & GLOW|HYPERMAX CITY-CARREFOUR|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,139,26.758048169491527
THE DERMA CO,8906087775713,2026-07,18,APOLLO PHARMACY|D-MART-OFFLINE|DMART|FRANK ROSS|HEALTH & GLOW|HYPERMAX CITY-CARREFOUR|JUST MARK-D-MART|LULU HYPER|M/S KOTTARAM BUSINESS|METRO-CNC-RRL|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SANCUS NETWORKS-MT-REG.|SPENCER|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,67,26.364571447457628
THE DERMA CO,8906087773849,2026-07,20,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|G.V ENTERPRISES|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|HYPERMAX CITY-CARREFOUR|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,158,23.33274773559322
THE DERMA CO,8904417306576,2026-07,16,APOLLO PHARMACY|AZ ENTERPRISES-MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|EREMEDIUM|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SANCUS NETWORKS-MT-REG.|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,132,23.18987042881356
THE DERMA CO,8904417316056,2026-07,13,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|D-MART-OFFLINE|D.L. SALES - MT|EREMEDIUM|FRANK ROSS|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SANCUS NETWORKS-MT-REG.|WELLNESS FOREVER,115,14.9038127
THE DERMA CO,8904417314618,2026-07,7,DMART|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES,16,9.797493913559322
THE DERMA CO,8904417311662,2026-07,6,BALAJI ASSOCIATES DISTRIBUTOR MT|LULU HYPER|M/S KOTTARAM BUSINESS|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES,23,8.4236061
THE DERMA CO,8904417309171,2026-07,15,APOLLO PHARMACY|AZ ENTERPRISES-MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|G.V ENTERPRISES|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|LULU HYPER|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,80,8.196475366101694
THE DERMA CO,8904417303131,2026-07,10,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,46,7.393515615254237
THE DERMA CO,8904417322521,2026-07,4,APOLLO PHARMACY|LULU HYPER|M/S KOTTARAM BUSINESS|VENKATESHWARA AGENCIES-TG,11,6.75095506440678
THE DERMA CO,8906087778363,2026-07,11,APOLLO PHARMACY|AZ ENTERPRISES-MT|DMART|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,47,6.4472292864406775
THE DERMA CO,8906087772095,2026-07,14,APOLLO PHARMACY|AZ ENTERPRISES-MT|DMART|FRANK ROSS|G.V ENTERPRISES|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|WELLNESS FOREVER,48,6.329360583050848
THE DERMA CO,8906087779292,2026-07,11,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|D.L. SALES - MT|LULU HYPER|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.,74,6.250125023728813
THE DERMA CO,8904417309188,2026-07,15,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,62,5.8751716033898305
THE DERMA CO,8904417302578,2026-07,15,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|DMART|HEALTH & GLOW|LULU HYPER|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,90,5.862036037288136
THE DERMA CO,8906087776017,2026-07,7,APOLLO PHARMACY|AZ ENTERPRISES-MT|DMART|HEALTH & GLOW|LULU HYPER|RELIANCE RETAIL|WELLNESS FOREVER,91,5.716410562711864
THE DERMA CO,8904417319538,2026-07,10,APOLLO PHARMACY|AZ ENTERPRISES-MT|D-MART-OFFLINE|G.V ENTERPRISES|LULU HYPER|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,35,5.457394608474576
THE DERMA CO,8904417311907,2026-07,2,BALAJI ASSOCIATES DISTRIBUTOR MT|RELIANCE RETAIL,22,5.3013235
THE DERMA CO,8906087772064,2026-07,13,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|DMART|FRANK ROSS|HEALTH & GLOW|LULU HYPER|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,94,5.138181215254237
THE DERMA CO,8904417322507,2026-07,3,APOLLO PHARMACY|G.V ENTERPRISES|LULU HYPER,12,4.934861737288136
THE DERMA CO,8906087775690,2026-07,9,ARAMBAGH|DMART|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,62,4.1069395
THE DERMA CO,8904417315134,2026-08,1,APOLLO PHARMACY,14,3.9665114
THE DERMA CO,8904417306521,2026-07,8,APOLLO PHARMACY|DMART|HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,57,3.537499879661017
THE DERMA CO,8906087776024,2026-07,13,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.|SRI VIJAYA DURGA AGENCIES,69,3.302347198305085
THE DERMA CO,8906087773740,2026-07,7,APOLLO PHARMACY|AZ ENTERPRISES-MT|HEALTH & GLOW|LULU HYPER|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,33,3.261777881355932
THE DERMA CO,8904417307771,2026-08,7,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|EREMEDIUM|NYKAA E-RETAIL LIMITED|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,49,3.1807532
THE DERMA CO,8904417300123,2026-07,6,AZ ENTERPRISES-MT|EREMEDIUM|G.V ENTERPRISES|LULU HYPER|RELIANCE RETAIL|SRI VIJAYA DURGA AGENCIES,17,3.0245234952380953
THE DERMA CO,8906087778677,2026-07,11,APOLLO PHARMACY|AZ ENTERPRISES-MT|DMART|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,23,3.0137741271186442
THE DERMA CO,8904417323276,2026-07,9,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|HYPERMAX CITY-CARREFOUR|LULU HYPER|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,40,2.8165382644067796
THE DERMA CO,8904417316933,2026-07,7,APOLLO PHARMACY|D.L. SALES - MT|HYPERMAX CITY-CARREFOUR|LULU HYPER|M/S KOTTARAM BUSINESS|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE),14,2.5906615508474573
THE DERMA CO,8904417318890,2026-07,8,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|D.L. SALES - MT|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,51,2.4910845
THE DERMA CO,8906087777076,2026-07,5,BALAJI ASSOCIATES DISTRIBUTOR MT|LULU HYPER|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|TRAVEL NEWS SERVICES-WSMITH,9,2.4550017779661015
THE DERMA CO,8904417307139,2026-07,5,GUARDIAN HEALTHCARE-DELHI|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|WELLNESS FOREVER,29,2.4486142
THE DERMA CO,8904417307146,2026-07,5,D-MART-OFFLINE|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|WELLNESS FOREVER,60,2.4375474
THE DERMA CO,8904417322989,2026-07,9,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.|VENKATESHWARA AGENCIES-TG,48,2.2153101333333334
THE DERMA CO,8904417317282,2026-07,10,APOLLO PHARMACY|AZ ENTERPRISES-MT|D-MART-OFFLINE|D.L. SALES - MT|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.|VENKATESHWARA AGENCIES-TG,38,2.1461127
THE DERMA CO,8906087777045,2026-07,5,LULU HYPER|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|TRAVEL NEWS SERVICES-WSMITH,9,2.0822365779661016
THE DERMA CO,8906087772057,2026-07,8,APOLLO PHARMACY|AZ ENTERPRISES-MT|DMART|HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|WELLNESS FOREVER,39,1.8720545966101694
THE DERMA CO,8904417311297,2026-07,4,AZ ENTERPRISES-MT|HEALTH & GLOW|RELIANCE RETAIL|SRI VIJAYA DURGA AGENCIES,9,1.5646695
THE DERMA CO,8906087775058,2026-08,2,D-MART-OFFLINE|NYKAA E-RETAIL LIMITED,37,1.4505722
THE DERMA CO,8906087776437,2026-08,2,D-MART-OFFLINE|NYKAA E-RETAIL LIMITED,44,1.423204
THE DERMA CO,8904417308501,2026-07,6,APOLLO PHARMACY|BALAJI ASSOCIATES DISTRIBUTOR MT|DMART|HEALTH & GLOW|RELIANCE RETAIL|RELIANCE RETAIL-(AZORTE),29,1.3615427999999998
THE DERMA CO,8906087774808,2026-07,5,APOLLO PHARMACY|HEALTH & GLOW|LULU HYPER|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,32,1.340053738983051
THE DERMA CO,8906087779308,2026-08,5,APOLLO PHARMACY|AZ ENTERPRISES-MT|NYKAA E-RETAIL LIMITED|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,49,1.3313407
THE DERMA CO,8906087773863,2026-07,8,APOLLO PHARMACY|DMART|HEALTH & GLOW|LULU HYPER|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,30,1.324146274576271
THE DERMA CO,8904417317718,2026-08,9,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|G.V ENTERPRISES|HYPERMAX CITY-CARREFOUR|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,30,1.2494898
THE DERMA CO,8906087776093,2026-07,7,APOLLO PHARMACY|AZ ENTERPRISES-MT|DMART|HEALTH & GLOW|RELIANCE RETAIL-(AZORTE)|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,32,1.2399963999999999
THE DERMA CO,8904417319637,2026-08,2,D-MART-OFFLINE|NYKAA E-RETAIL LIMITED,45,1.1312647
THE DERMA CO,8904417322972,2026-08,1,APOLLO PHARMACY,6,1.0880633
THE DERMA CO,8906087774624,2026-07,7,APOLLO PHARMACY|AZ ENTERPRISES-MT|DMART|HEALTH & GLOW|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL-(AZORTE)|SRI VIJAYA DURGA AGENCIES,47,1.0573550999999999
THE DERMA CO,8906087772071,2026-07,5,APOLLO PHARMACY|DMART|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|WELLNESS FOREVER,38,1.0191996
THE DERMA CO,8904417322828,2026-08,1,APOLLO PHARMACY,12,0.9542371
THE DERMA CO,8904417324426,2026-07,3,G.V ENTERPRISES|LULU HYPER|RELIANCE RETAIL-(AZORTE),3,0.7943873847457628
THE DERMA CO,8904417313000,2026-08,1,NYKAA E-RETAIL LIMITED,26,0.6800625
THE DERMA CO,8906087772019,2026-07,5,APOLLO PHARMACY|HEALTH & GLOW|RELIANCE RETAIL-(AZORTE)|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,21,0.5936769
THE DERMA CO,8904417306217,2026-07,1,RELIANCE RETAIL,11,0.5649212
THE DERMA CO,8906087774105,2026-07,6,APOLLO PHARMACY|DMART|HEALTH & GLOW|LULU HYPER|RELIANCE RETAIL-(AZORTE)|VENKATESHWARA AGENCIES-TG,17,0.4797036813559322
THE DERMA CO,8904417307269,2026-08,1,D-MART-OFFLINE,1,0.4378576
