Format,Ship To Direct/Distributor,Chain Name,State,Zone,Brand,Category,Sub_category,Range,Net Weight,Month,FY,Channel,NSV,MRP value,Offtake mix share %,Article source
Health & Beauty,Dist.,H&G,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Illuminate+,50.0,Sept'24,FY_24-25,MT,0.030905,0.057689,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Radiance+,50.0,Sept'24,FY_24-25,MT,0.314502,0.58707,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,April'24,FY_24-25,MT,0.362221,0.624254,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,April'24,FY_24-25,MT,0.265348,0.457302,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,April'24,FY_24-25,MT,0.042119,0.072588,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,April'24,FY_24-25,MT,0.031589,0.054441,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,April'24,FY_24-25,MT,0.231653,0.399232,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,April'24,FY_24-25,MT,0.101288,0.17456,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,April'24,FY_24-25,MT,0.337627,0.581867,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,April'24,FY_24-25,MT,0.391451,0.674628,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,April'24,FY_24-25,MT,0.177254,0.30548,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,April'24,FY_24-25,MT,0.381327,0.65718,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,April'24,FY_24-25,MT,0.244779,0.421854,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,April'24,FY_24-25,MT,0.168813,0.290934,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,April'24,FY_24-25,MT,1.370881,2.362582,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,April'24,FY_24-25,MT,2.791128,4.810242,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,April'24,FY_24-25,MT,0.337973,0.582465,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,April'24,FY_24-25,MT,0.19367,0.333772,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,April'24,FY_24-25,MT,1.970878,3.39662,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,Aug'24,FY_24-25,MT,0.015414,0.030827,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,Aug'24,FY_24-25,MT,0.011291,0.022583,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,Aug'24,FY_24-25,MT,0.001792,0.003585,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,Aug'24,FY_24-25,MT,0.001344,0.002688,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Aug'24,FY_24-25,MT,0.009858,0.019715,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,Aug'24,FY_24-25,MT,0.00431,0.00862,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,Aug'24,FY_24-25,MT,0.014367,0.028734,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,Aug'24,FY_24-25,MT,0.016657,0.033315,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,Aug'24,FY_24-25,MT,0.007543,0.015085,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Aug'24,FY_24-25,MT,0.016227,0.032453,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,Aug'24,FY_24-25,MT,0.010416,0.020832,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,Aug'24,FY_24-25,MT,0.007184,0.014367,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,Aug'24,FY_24-25,MT,0.058335,0.116671,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,Aug'24,FY_24-25,MT,0.118771,0.237543,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,Aug'24,FY_24-25,MT,0.014382,0.028764,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,Aug'24,FY_24-25,MT,0.008241,0.016483,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,Aug'24,FY_24-25,MT,0.083867,0.167734,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,Dec'24,FY_24-25,MT,0.030827,0.057801,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,Dec'24,FY_24-25,MT,0.022583,0.042343,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,Dec'24,FY_24-25,MT,0.003585,0.006721,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,Dec'24,FY_24-25,MT,0.002688,0.005041,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Dec'24,FY_24-25,MT,0.019715,0.036966,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,Dec'24,FY_24-25,MT,0.00862,0.016163,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,Dec'24,FY_24-25,MT,0.028734,0.053877,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,Dec'24,FY_24-25,MT,0.033315,0.062466,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,Dec'24,FY_24-25,MT,0.015085,0.028285,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Dec'24,FY_24-25,MT,0.032453,0.06085,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,Dec'24,FY_24-25,MT,0.020832,0.039061,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,Dec'24,FY_24-25,MT,0.014367,0.026938,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,Dec'24,FY_24-25,MT,0.116671,0.218758,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,Dec'24,FY_24-25,MT,0.237543,0.445393,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,Dec'24,FY_24-25,MT,0.028764,0.053932,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,Dec'24,FY_24-25,MT,0.016483,0.030905,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,Dec'24,FY_24-25,MT,0.167734,0.314502,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,Feb'25,FY_24-25,MT,0.111749,0.200378,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,Feb'25,FY_24-25,MT,0.081863,0.146788,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,Feb'25,FY_24-25,MT,0.012994,0.0233,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,Feb'25,FY_24-25,MT,0.009746,0.017475,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Feb'25,FY_24-25,MT,0.071467,0.128149,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,Feb'25,FY_24-25,MT,0.031248,0.056032,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,Feb'25,FY_24-25,MT,0.104161,0.186772,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,Feb'25,FY_24-25,MT,0.120767,0.216547,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,Feb'25,FY_24-25,MT,0.054685,0.098055,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Feb'25,FY_24-25,MT,0.117643,0.210947,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,Feb'25,FY_24-25,MT,0.075517,0.13541,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,Feb'25,FY_24-25,MT,0.052081,0.093386,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,Feb'25,FY_24-25,MT,0.422931,0.75836,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,Feb'25,FY_24-25,MT,0.861093,1.544028,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,Feb'25,FY_24-25,MT,0.104268,0.186964,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,Feb'25,FY_24-25,MT,0.059749,0.107137,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,Feb'25,FY_24-25,MT,0.608037,1.090273,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,Jan'25,FY_24-25,MT,0.038534,0.069362,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,Jan'25,FY_24-25,MT,0.028229,0.050811,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,Jan'25,FY_24-25,MT,0.004481,0.008065,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,Jan'25,FY_24-25,MT,0.003361,0.006049,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Jan'25,FY_24-25,MT,0.024644,0.044359,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,Jan'25,FY_24-25,MT,0.010775,0.019396,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,Jan'25,FY_24-25,MT,0.035918,0.064652,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,Jan'25,FY_24-25,MT,0.041644,0.074959,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,Jan'25,FY_24-25,MT,0.018857,0.033942,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Jan'25,FY_24-25,MT,0.040567,0.07302,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,Jan'25,FY_24-25,MT,0.02604,0.046873,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,Jan'25,FY_24-25,MT,0.017959,0.032326,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,Jan'25,FY_24-25,MT,0.145838,0.262509,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,Jan'25,FY_24-25,MT,0.296929,0.534471,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,Jan'25,FY_24-25,MT,0.035955,0.064718,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,Jan'25,FY_24-25,MT,0.020603,0.037086,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,Jan'25,FY_24-25,MT,0.209668,0.377402,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,June'24,FY_24-25,MT,0.026974,0.046241,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,June'24,FY_24-25,MT,0.01976,0.033874,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,June'24,FY_24-25,MT,0.003137,0.005377,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,June'24,FY_24-25,MT,0.002352,0.004033,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,June'24,FY_24-25,MT,0.017251,0.029573,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,June'24,FY_24-25,MT,0.007543,0.01293,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,June'24,FY_24-25,MT,0.025142,0.043101,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,June'24,FY_24-25,MT,0.029151,0.049972,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,June'24,FY_24-25,MT,0.0132,0.022628,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,June'24,FY_24-25,MT,0.028397,0.04868,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,June'24,FY_24-25,MT,0.018228,0.031248,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,June'24,FY_24-25,MT,0.012571,0.021551,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,June'24,FY_24-25,MT,0.102087,0.175006,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,June'24,FY_24-25,MT,0.20785,0.356314,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,June'24,FY_24-25,MT,0.025168,0.043146,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,June'24,FY_24-25,MT,0.014422,0.024724,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,June'24,FY_24-25,MT,0.146768,0.251601,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,March'25,FY_24-25,MT,0.030827,0.057801,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,March'25,FY_24-25,MT,0.022583,0.042343,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,March'25,FY_24-25,MT,0.003585,0.006721,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,March'25,FY_24-25,MT,0.002688,0.005041,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,March'25,FY_24-25,MT,0.019715,0.036966,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,March'25,FY_24-25,MT,0.00862,0.016163,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,March'25,FY_24-25,MT,0.028734,0.053877,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,March'25,FY_24-25,MT,0.033315,0.062466,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,March'25,FY_24-25,MT,0.015085,0.028285,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
