Format,Ship To Direct/Distributor,Chain Name,State,Zone,Brand,Category,Sub_category,Range,Net Weight,Month,FY,Channel,NSV,MRP value,Offtake mix share %,Article source
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Vitamin C,50.0,Sept'24,FY_24-25,MT,0.080787,0.150236,1.417,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Vitamin C,80.0,Sept'24,FY_24-25,MT,0.270615,0.503249,4.748,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Vitamin C,125.0,Sept'24,FY_24-25,MT,0.011087,0.020618,0.195,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Conditioner,Hibiscus,250.0,Sept'24,FY_24-25,MT,0.003968,0.007379,0.07,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Conditioner,Lemon,250.0,Sept'24,FY_24-25,MT,0.024468,0.045501,0.429,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Conditioner,Onion,250.0,Sept'24,FY_24-25,MT,0.055622,0.103438,0.976,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Conditioner,Rosemary,250.0,Sept'24,FY_24-25,MT,0.033589,0.062464,0.589,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Mask,Kerala Thaali,200.0,Sept'24,FY_24-25,MT,0.014407,0.026791,0.253,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Mask,Onion,200.0,Sept'24,FY_24-25,MT,0.013458,0.025027,0.236,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Oil,Bhringamla,250.0,Sept'24,FY_24-25,MT,0.005673,0.010549,0.1,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Oil,Kerala Thaali,150.0,Sept'24,FY_24-25,MT,0.001358,0.002525,0.024,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Oil,Onion,150.0,Sept'24,FY_24-25,MT,0.035052,0.065184,0.615,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Oil,Rosemary,150.0,Sept'24,FY_24-25,MT,0.037218,0.069213,0.653,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Serum,Onion,100.0,Sept'24,FY_24-25,MT,0.035126,0.065322,0.616,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Henna Paste,Henna,200.0,Sept'24,FY_24-25,MT,0.016379,0.030458,0.287,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Bhringamla,250.0,Sept'24,FY_24-25,MT,0.018672,0.034723,0.328,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Henna,250.0,Sept'24,FY_24-25,MT,0.001603,0.002981,0.028,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Hibiscus,250.0,Sept'24,FY_24-25,MT,0.004621,0.008593,0.081,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Kerala Thaali,250.0,Sept'24,FY_24-25,MT,0.015937,0.029637,0.28,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Lemon,250.0,Sept'24,FY_24-25,MT,0.033572,0.062432,0.589,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Lemon,400.0,Sept'24,FY_24-25,MT,0.0871,0.161975,1.528,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Lemon,600.0,Sept'24,FY_24-25,MT,0.004649,0.008646,0.082,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Onion,250.0,Sept'24,FY_24-25,MT,0.07283,0.135438,1.278,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Onion,600.0,Sept'24,FY_24-25,MT,0.465185,0.86508,8.161,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Rice,250.0,Sept'24,FY_24-25,MT,0.038857,0.07226,0.682,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Rosemary,250.0,Sept'24,FY_24-25,MT,0.077183,0.143533,1.354,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Rosemary,600.0,Sept'24,FY_24-25,MT,0.440298,0.8188,7.725,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Baby Body Wash,Milky,400.0,April'24,FY_24-25,MT,0.003827,0.008863,0.201,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Baby Body Wash,Solution Oriented,200.0,April'24,FY_24-25,MT,0.006044,0.013996,0.318,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Baby Soap,Coco Soft,150.0,April'24,FY_24-25,MT,0.003473,0.008044,0.183,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Baby Soap,Solution Oriented,150.0,April'24,FY_24-25,MT,0.005782,0.01339,0.304,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Body Lotion,Solution Oriented,200.0,April'24,FY_24-25,MT,0.00537,0.012435,0.283,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Dusting Powder,Solution Oriented,150.0,April'24,FY_24-25,MT,0.000341,0.00079,0.018,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Hair Oil,Solution Oriented,100.0,April'24,FY_24-25,MT,0.000944,0.002186,0.05,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Kids Soap,Solution Oriented,375.0,April'24,FY_24-25,MT,0.003107,0.007194,0.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Moisturisers,Coco Soft,60.0,April'24,FY_24-25,MT,0.001796,0.004158,0.095,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Moisturisers,Milky,60.0,April'24,FY_24-25,MT,0.003681,0.008524,0.194,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Mosquito Protection,Solution Oriented,8.0,April'24,FY_24-25,MT,0.002747,0.006361,0.145,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Oral,Berry Blast,50.0,April'24,FY_24-25,MT,0.012461,0.028858,0.656,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Baby,Shampoo,Solution Oriented,200.0,April'24,FY_24-25,MT,0.009443,0.021868,0.497,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Body,Body Lotion,Rice Water,400.0,April'24,FY_24-25,MT,0.063901,0.147982,3.363,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Body,Body Lotion,Ubtan,400.0,April'24,FY_24-25,MT,0.032086,0.074305,1.689,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Body,Body Lotion,Vitamin C,400.0,April'24,FY_24-25,MT,0.078911,0.18274,4.153,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Body,Body Wash,Charcoal,500.0,April'24,FY_24-25,MT,0.006864,0.015896,0.361,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Body,Body Wash,Rice Water,500.0,April'24,FY_24-25,MT,0.013998,0.032417,0.737,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Body,Body Wash,Ubtan,500.0,April'24,FY_24-25,MT,0.033023,0.076474,1.738,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Body,Body Wash,Vitamin C,500.0,April'24,FY_24-25,MT,0.021835,0.050566,1.149,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Body,Soap,Ubtan,500.0,April'24,FY_24-25,MT,0.032947,0.076297,1.734,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Body,Soap,Vitamin C,500.0,April'24,FY_24-25,MT,0.031345,0.072588,1.65,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Color Care,Kajal,Kajal,0.35,April'24,FY_24-25,MT,0.011358,0.026303,0.598,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Cold Cream,Ubtan,200.0,April'24,FY_24-25,MT,0.000567,0.001313,0.03,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Cold Cream,Vitamin C,200.0,April'24,FY_24-25,MT,0.003747,0.008678,0.197,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Aloe Vera,100.0,April'24,FY_24-25,MT,0.011546,0.026739,0.608,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Aqua,100.0,April'24,FY_24-25,MT,0.000864,0.002001,0.045,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Beetroot,100.0,April'24,FY_24-25,MT,0.014838,0.034361,0.781,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Charcoal,100.0,April'24,FY_24-25,MT,0.014735,0.034123,0.776,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Honey Malai,100.0,April'24,FY_24-25,MT,0.007087,0.016413,0.373,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Multani Mitti,100.0,April'24,FY_24-25,MT,0.015764,0.036505,0.83,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Multani Mitti,150.0,April'24,FY_24-25,MT,0.022429,0.051941,1.18,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Rice,100.0,April'24,FY_24-25,MT,0.027233,0.063065,1.433,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Rice,150.0,April'24,FY_24-25,MT,0.057042,0.132098,3.002,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Rice,200.0,April'24,FY_24-25,MT,0.123642,0.286328,6.507,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Tea Tree,100.0,April'24,FY_24-25,MT,0.014812,0.034302,0.78,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Tea Tree,150.0,April'24,FY_24-25,MT,0.017164,0.039748,0.903,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Ubtan,100.0,April'24,FY_24-25,MT,0.021258,0.04923,1.119,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Ubtan,150.0,April'24,FY_24-25,MT,0.042025,0.097321,2.212,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Ubtan,200.0,April'24,FY_24-25,MT,0.079341,0.183738,4.176,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Vitamin C,100.0,April'24,FY_24-25,MT,0.011752,0.027215,0.619,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cleanser,Vitamin C,150.0,April'24,FY_24-25,MT,0.052748,0.122153,2.776,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cream,Aloe Vera,300.0,April'24,FY_24-25,MT,0.002362,0.005469,0.124,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cream,Solution Oriented,30.0,April'24,FY_24-25,MT,0.00068,0.001575,0.036,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cream,Ubtan,50.0,April'24,FY_24-25,MT,0.001189,0.002754,0.063,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cream,Vitamin C,50.0,April'24,FY_24-25,MT,0.001135,0.002628,0.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cream,Vitamin C,80.0,April'24,FY_24-25,MT,0.009661,0.022372,0.508,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Cream,Vitamin C,150.0,April'24,FY_24-25,MT,0.015841,0.036684,0.834,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Masks,Ubtan,100.0,April'24,FY_24-25,MT,0.000324,0.00075,0.017,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Masks,Ubtan,250.0,April'24,FY_24-25,MT,0.000632,0.001463,0.033,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Masks,Vitamin C,250.0,April'24,FY_24-25,MT,0.002393,0.005542,0.126,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Scrub,Ubtan,100.0,April'24,FY_24-25,MT,0.013604,0.031503,0.716,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Serum,Niacinamide,30.0,April'24,FY_24-25,MT,0.001513,0.003505,0.08,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Serum,Ubtan,30.0,April'24,FY_24-25,MT,0.00018,0.000417,0.009,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Serum,Vitamin C,30.0,April'24,FY_24-25,MT,0.001351,0.003129,0.071,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Face Toner,Vitamin C,200.0,April'24,FY_24-25,MT,0.002232,0.005169,0.117,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Facial Kit,Ubtan,60.0,April'24,FY_24-25,MT,0.002088,0.004836,0.11,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Facial Kit,Vitamin C,60.0,April'24,FY_24-25,MT,0.004068,0.009421,0.214,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Lip Balm,Cherry,2.0,April'24,FY_24-25,MT,0.002995,0.006935,0.158,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Lip Balm,Raspberry,4.0,April'24,FY_24-25,MT,0.010829,0.025078,0.57,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Lip Balm,Rose,2.0,April'24,FY_24-25,MT,0.000621,0.001437,0.033,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Lip Balm,Shea Butter,4.0,April'24,FY_24-25,MT,0.016122,0.037334,0.849,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Lip Balm,Strawberry,4.0,April'24,FY_24-25,MT,0.005078,0.011759,0.267,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Moisturisers,Aqua,100.0,April'24,FY_24-25,MT,0.001577,0.003651,0.083,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Moisturisers,Beetroot,200.0,April'24,FY_24-25,MT,0.036845,0.085326,1.939,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Moisturisers,Rice,200.0,April'24,FY_24-25,MT,0.035198,0.08151,1.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Moisturisers,Vitamin C,200.0,April'24,FY_24-25,MT,0.036462,0.084439,1.919,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Sun Care,Rice,50.0,April'24,FY_24-25,MT,0.012883,0.029835,0.678,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Sun Care,Rice,80.0,April'24,FY_24-25,MT,0.037598,0.087068,1.979,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Sun Care,Ubtan,50.0,April'24,FY_24-25,MT,0.006696,0.015507,0.352,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Sun Care,Ubtan,80.0,April'24,FY_24-25,MT,0.080864,0.187264,4.256,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Sun Care,Vitamin C,50.0,April'24,FY_24-25,MT,0.026929,0.062362,1.417,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Sun Care,Vitamin C,80.0,April'24,FY_24-25,MT,0.090205,0.208896,4.748,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Face,Sun Care,Vitamin C,125.0,April'24,FY_24-25,MT,0.003696,0.008558,0.195,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Tamil Nadu,South-1,Mamaearth,Hair,Conditioner,Hibiscus,250.0,April'24,FY_24-25,MT,0.001323,0.003063,0.07,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
