Ship To Name,Direct/Distributor,Chain Name,State,Zone,NSV,MRP value,Brand,Revised month,Month,FY,Channel,Unique,Calulation for unique,Cont%
Metro Cash & Carry India Pvt Ltd-(DC45)-T0RE,Direct,Metro-CNC-RRL,Rajasthan,North,0.1,0.1,BBlunt,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC45)-T0RE45444NorthRajasthanBBluntFY_24-25MTDirectJune'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC45)-T0RE,Direct,Metro-CNC-RRL,Rajasthan,North,3.2,6.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC45)-T0RE45444NorthRajasthanMamaearthFY_24-25MTDirectJune'243.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,Delhi,North,0.2,0.3,BBlunt,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC45444NorthDelhiBBluntFY_24-25MTDirectJune'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,Delhi,North,6.8,13.3,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC45444NorthDelhiMamaearthFY_24-25MTDirectJune'246.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI,Direct,Metro-CNC-RRL,Punjab,North,0.1,0.2,BBlunt,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI45444NorthPunjabBBluntFY_24-25MTDirectJune'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI,Direct,Metro-CNC-RRL,Punjab,North,3.1,6.0,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI45444NorthPunjabMamaearthFY_24-25MTDirectJune'243.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK,Direct,Metro-CNC-RRL,Punjab,North,0.2,0.3,BBlunt,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK45444NorthPunjabBBluntFY_24-25MTDirectJune'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK,Direct,Metro-CNC-RRL,Punjab,North,5.2,9.6,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK45444NorthPunjabMamaearthFY_24-25MTDirectJune'245.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,Direct,Metro-CNC-RRL,Delhi,North,0.1,0.2,BBlunt,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI45444NorthDelhiBBluntFY_24-25MTDirectJune'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,Direct,Metro-CNC-RRL,Delhi,North,1.6,3.3,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI45444NorthDelhiMamaearthFY_24-25MTDirectJune'241.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC53)-T0QV,Direct,Metro-CNC-RRL,Lucknow_UPE,North,0.1,0.1,BBlunt,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC53)-T0QV45444NorthLucknow_UPEBBluntFY_24-25MTDirectJune'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC53)-T0QV,Direct,Metro-CNC-RRL,Lucknow_UPE,North,1.9,4.5,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC53)-T0QV45444NorthLucknow_UPEMamaearthFY_24-25MTDirectJune'241.9,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC54)-T0QW,Direct,Metro-CNC-RRL,UPW,North,1.9,3.7,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC54)-T0QW45444NorthUPWMamaearthFY_24-25MTDirectJune'241.9,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,West Bengal,East,0.1,0.2,BBlunt,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS45444EastWest BengalBBluntFY_24-25MTDirectJune'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,West Bengal,East,3.8,8.5,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS45444EastWest BengalMamaearthFY_24-25MTDirectJune'243.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,West Bengal,East,0.8,1.2,The Derma Co,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS45444EastWest BengalThe Derma CoFY_24-25MTDirectJune'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_DC33(T0SQ),Direct,Metro-CNC-RRL,Karnataka,South-1,0.9,1.6,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_DC33(T0SQ)45444South-1KarnatakaMamaearthFY_24-25MTDirectJune'240.9,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T0SO,Direct,Metro-CNC-RRL,Karnataka,South-1,0.2,0.3,BBlunt,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T0SO45444South-1KarnatakaBBluntFY_24-25MTDirectJune'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T0SO,Direct,Metro-CNC-RRL,Karnataka,South-1,1.7,3.7,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T0SO45444South-1KarnatakaMamaearthFY_24-25MTDirectJune'241.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2FM,Direct,Metro-CNC-RRL,Mumbai,West,0.2,0.4,Aqualogica,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2FM45444WestMumbaiAqualogicaFY_24-25MTDirectJune'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2FM,Direct,Metro-CNC-RRL,Mumbai,West,0.5,0.7,BBlunt,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2FM45444WestMumbaiBBluntFY_24-25MTDirectJune'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2FM,Direct,Metro-CNC-RRL,Mumbai,West,5.8,10.9,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2FM45444WestMumbaiMamaearthFY_24-25MTDirectJune'245.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2FM,Direct,Metro-CNC-RRL,Mumbai,West,0.8,1.3,The Derma Co,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2FM45444WestMumbaiThe Derma CoFY_24-25MTDirectJune'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2HM,Direct,Metro-CNC-RRL,Pune,West,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2HM45444WestPuneMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2HN,Direct,Metro-CNC-RRL,Punjab,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2HN45444NorthPunjabMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2ID,Direct,Metro-CNC-RRL,Karnataka,South-1,0.0,0.0,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2ID45444South-1KarnatakaMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2IE,Direct,Metro-CNC-RRL,Karnataka,South-1,0.0,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2IE45444South-1KarnatakaMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2IH,Direct,Metro-CNC-RRL,Tamil Nadu,South-1,0.0,0.0,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2IH45444South-1Tamil NaduMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2IO,Direct,Metro-CNC-RRL,Gujarat,West,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2IO45444WestGujaratMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2IU,Direct,Metro-CNC-RRL,Madhya Pradesh,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2IU45444NorthMadhya PradeshMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2IV,Direct,Metro-CNC-RRL,Telangana,South-2,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2IV45444South-2TelanganaMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2IW,Direct,Metro-CNC-RRL,Telangana,South-2,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2IW45444South-2TelanganaMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2IX,Direct,Metro-CNC-RRL,Telangana,South-2,-0.7,-1.2,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2IX45444South-2TelanganaMamaearthFY_24-25MTDirectJune'24-0.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2IY,Direct,Metro-CNC-RRL,Telangana,South-2,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2IY45444South-2TelanganaMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2JB,Direct,Metro-CNC-RRL,Tamil Nadu,South-1,0.0,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2JB45444South-1Tamil NaduMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2JD,Direct,Metro-CNC-RRL,Tamil Nadu,South-1,0.0,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2JD45444South-1Tamil NaduMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2JG,Direct,Metro-CNC-RRL,Tamil Nadu,South-1,-0.5,-0.9,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2JG45444South-1Tamil NaduMamaearthFY_24-25MTDirectJune'24-0.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2JT,Direct,Metro-CNC-RRL,Telangana,South-2,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2JT45444South-2TelanganaMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2LX,Direct,Metro-CNC-RRL,Madhya Pradesh,North,-0.3,-0.6,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2LX45444NorthMadhya PradeshMamaearthFY_24-25MTDirectJune'24-0.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2MB,Direct,Metro-CNC-RRL,Rajasthan,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2MB45444NorthRajasthanMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2OA,Direct,Metro-CNC-RRL,Andhra Pradesh,South-2,0.0,0.0,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2OA45444South-2Andhra PradeshMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2PF,Direct,Metro-CNC-RRL,Gujarat,West,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2PF45444WestGujaratMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2QF,Direct,Metro-CNC-RRL,Mumbai,West,-1.7,-3.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2QF45444WestMumbaiMamaearthFY_24-25MTDirectJune'24-1.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2QI,Direct,Metro-CNC-RRL,Mumbai,West,0.0,0.0,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2QI45444WestMumbaiMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2QJ,Direct,Metro-CNC-RRL,Mumbai,West,0.0,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2QJ45444WestMumbaiMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2QQ,Direct,Metro-CNC-RRL,Mumbai,West,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2QQ45444WestMumbaiMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2QX,Direct,Metro-CNC-RRL,Lucknow_UPE,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2QX45444NorthLucknow_UPEMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2RH,Direct,Metro-CNC-RRL,Lucknow_UPE,North,0.0,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2RH45444NorthLucknow_UPEMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2SF,Direct,Metro-CNC-RRL,Andhra Pradesh,South-2,0.0,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2SF45444South-2Andhra PradeshMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2SJ,Direct,Metro-CNC-RRL,West Bengal,East,-0.2,-0.4,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2SJ45444EastWest BengalMamaearthFY_24-25MTDirectJune'24-0.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2SL,Direct,Metro-CNC-RRL,Tamil Nadu,South-1,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2SL45444South-1Tamil NaduMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2SM,Direct,Metro-CNC-RRL,Tamil Nadu,South-1,0.0,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2SM45444South-1Tamil NaduMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2SQ,Direct,Metro-CNC-RRL,Rajasthan,North,0.0,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2SQ45444NorthRajasthanMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2TY,Direct,Metro-CNC-RRL,Mumbai,West,-0.1,-0.2,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2TY45444WestMumbaiMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2UY,Direct,Metro-CNC-RRL,Pune,West,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2UY45444WestPuneMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2XD,Direct,Metro-CNC-RRL,Rajasthan,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2XD45444NorthRajasthanMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T3DQ,Direct,Metro-CNC-RRL,Lucknow_UPE,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T3DQ45444NorthLucknow_UPEMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T3DR,Direct,Metro-CNC-RRL,Lucknow_UPE,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T3DR45444NorthLucknow_UPEMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2HV,Direct,Metro-CNC-RRL,Karnataka,South-1,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2HV45444South-1KarnatakaMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2HZ,Direct,Metro-CNC-RRL,Karnataka,South-1,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2HZ45444South-1KarnatakaMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2IC,Direct,Metro-CNC-RRL,Karnataka,South-1,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2IC45444South-1KarnatakaMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2JP,Direct,Metro-CNC-RRL,Andhra Pradesh,South-2,0.0,0.0,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2JP45444South-2Andhra PradeshMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2KG,Direct,Metro-CNC-RRL,Delhi,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2KG45444NorthDelhiMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2MC,Direct,Metro-CNC-RRL,UPW,North,0.0,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2MC45444NorthUPWMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2NX,Direct,Metro-CNC-RRL,Gujarat,West,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2NX45444WestGujaratMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2QV,Direct,Metro-CNC-RRL,Mumbai,West,0.0,0.0,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2QV45444WestMumbaiMamaearthFY_24-25MTDirectJune'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2RB,Direct,Metro-CNC-RRL,Lucknow_UPE,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2RB45444NorthLucknow_UPEMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2RC,Direct,Metro-CNC-RRL,Lucknow_UPE,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2RC45444NorthLucknow_UPEMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-T2RD,Direct,Metro-CNC-RRL,Lucknow_UPE,North,-0.1,-0.1,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-T2RD45444NorthLucknow_UPEMamaearthFY_24-25MTDirectJune'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Octopolis Technologies Pvt Ltd,Direct,Apna Klub,UPW,North,3.2,4.7,The Derma Co,2024-06-01,June'24,FY_24-25,MT,Octopolis Technologies Pvt Ltd45444NorthUPWThe Derma CoFY_24-25MTDirectJune'243.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Ce08,Direct,Reliance Retail,Jharkhand,East,1.7,2.8,Aqualogica,2024-06-01,June'24,FY_24-25,MT,Reliance Retail Limited Ce0845444EastJharkhandAqualogicaFY_24-25MTDirectJune'241.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Ce08,Direct,Reliance Retail,Jharkhand,East,18.8,38.3,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Reliance Retail Limited Ce0845444EastJharkhandMamaearthFY_24-25MTDirectJune'2418.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Ce08,Direct,Reliance Retail,Jharkhand,East,1.6,2.5,The Derma Co,2024-06-01,June'24,FY_24-25,MT,Reliance Retail Limited Ce0845444EastJharkhandThe Derma CoFY_24-25MTDirectJune'241.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Cf08,Direct,Reliance Retail,Mumbai,West,1.3,2.1,Aqualogica,2024-06-01,June'24,FY_24-25,MT,Reliance Retail Limited Cf0845444WestMumbaiAqualogicaFY_24-25MTDirectJune'241.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Cf08,Direct,Reliance Retail,Mumbai,West,9.8,22.4,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Reliance Retail Limited Cf0845444WestMumbaiMamaearthFY_24-25MTDirectJune'249.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Cf08,Direct,Reliance Retail,Mumbai,West,1.4,2.2,The Derma Co,2024-06-01,June'24,FY_24-25,MT,Reliance Retail Limited Cf0845444WestMumbaiThe Derma CoFY_24-25MTDirectJune'241.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Cm08,Direct,Reliance Retail,Pune,West,1.1,1.8,Aqualogica,2024-06-01,June'24,FY_24-25,MT,Reliance Retail Limited Cm0845444WestPuneAqualogicaFY_24-25MTDirectJune'241.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Cm08,Direct,Reliance Retail,Pune,West,5.4,10.8,Mamaearth,2024-06-01,June'24,FY_24-25,MT,Reliance Retail Limited Cm0845444WestPuneMamaearthFY_24-25MTDirectJune'245.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Cm08,Direct,Reliance Retail,Pune,West,0.4,0.7,The Derma Co,2024-06-01,June'24,FY_24-25,MT,Reliance Retail Limited Cm0845444WestPuneThe Derma CoFY_24-25MTDirectJune'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
