FY,Month,Purchase Order Number,Inv No.,Inv. Date,Category,Article Code,SO No,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP Rate,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,Plant,Cust-SAP Code,MTD-Sale type,PO Type,Zone,State,Chain name,Dist chain ten,Store Code,Cust-SAP Code,sale in lac,Channel
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Baby,10100057.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087771180.0,150.0,Mamaearth,Baby,Baby,Baby Soap,Solution Oriented,Moisturizing Bathing Bar Soap For Babies pack of 2*75gm,221.0,6.0,826.53,41.33,1326.0,0.34550527903469075,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0082653,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Face,10101332.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417318357.0,200.0,Mamaearth,Moisturisers,Face,Moisturisers,Cocoa,ME Cocoa Rich Moisturizing Cream 200 g,399.0,3.0,456.48,82.17,1197.0,0.55,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0045648,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Face,10100121.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087772859.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,Vitamin C Face Wash with Vitamin C and Turmeric for Skin Illumination Ã¯Â¿Â½ 100ml,269.0,8.0,1193.62,214.85,2152.0,0.3455065055762083,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0119362,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Face,10200010.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087772095.0,50.0,The Derma Co.,Sun Care,Face,Sun Care,Zinc,Ultra Matte Sunscreen Gel 50gm,699.0,6.0,2567.91,462.23,4194.0,0.2775059608965189,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0256791,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Baby,10100146.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087773375.0,50.0,Mamaearth,Baby,Baby,Oral,Fruit Punch,Fruit Punch Toothpaste For Kids,132.0,6.0,493.68,24.68,792.0,0.34550505050505054,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0049368,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Body,10101274.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417317268.0,400.0,Mamaearth,Body Lotion,Body,Body Lotion,Vitamin C,Vitamin C Daily Glow Body Lotion 400 ml,499.0,1.0,190.3,34.25,499.0,0.55,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0019030000000000002,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Baby,10100058.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087771203.0,50.0,Mamaearth,Baby,Baby,Sun Care,Solution Oriented,Mineral Based Sunscreen 50ml,150.0,6.0,499.19,89.85,900.0,0.3455111111111111,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0049919,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Face,10200063.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087776604.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Kojic Acid,2%Ã¯Â¿Â½Kojic Acid Face Serum,499.0,12.0,3666.35,659.95,5988.0,0.27750501002004,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0366635,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Body,10101274.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417317268.0,400.0,Mamaearth,Body Lotion,Body,Body Lotion,Vitamin C,Vitamin C Daily Glow Body Lotion 400 ml,499.0,2.0,380.59,68.51,998.0,0.55,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0038058999999999996,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Baby,10100312.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087778264.0,150.0,Mamaearth,Baby,Baby,Kids Face Wash,Solution Oriented,Foaming Face Wash For Kids 150 Ml,349.0,6.0,1161.45,209.06,2094.0,0.3455062082139446,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0116145,EB2B
