FY,Month,Purchase Order Number,Inv No.,Inv. Date,Category,Article Code,SO No,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP Rate,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,Plant,Cust-SAP Code,MTD-Sale type,PO Type,Zone,State,Chain name,Dist chain ten,Store Code,Cust-SAP Code,sale in lac,Channel
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200221.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417306521.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Sali-Cinamide,Sali-Cinamide Anti-Acne Serum,599.0,18.0,6396.09,1151.3,10782.0,0.30000092747171203,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0639609,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200051.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087775713.0,50.0,The Derma Co.,Sun Care,Face,Sun Care,Hyaluronic Acid,1% Hyaluronic Sunscreen Aqua Gel,499.0,8.0,2368.14,426.26,3992.0,0.30000000000000004,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0236814,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200214.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417306231.0,80.0,The Derma Co.,Sun Care,Face,Sun Care,Hyaluronic Acid,1% Hyaluronic Sunscreen Aqua Gel 80g,649.0,12.0,4619.99,831.6,7788.0,0.3000012840267078,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.046199899999999995,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200325.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417315141.0,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,TDC 2% Sali Cinamide anti-acne face wash 150ml,449.0,240.0,33789.09,6082.04,107760.0,0.6300006495916852,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.33789089999999994,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200005.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087772040.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Niacinamide,10% Niacinamide Serum 30ml,599.0,1.0,355.34,63.96,599.0,0.30000000000000004,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0035534,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200315.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417314755.0,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Kojic Acid,TDC 1% Kojic Acid Face Wash,449.0,408.0,57441.46,10339.48,183192.0,0.6300005458753657,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.5744146,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200051.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087775713.0,50.0,The Derma Co.,Sun Care,Face,Sun Care,Hyaluronic Acid,1% Hyaluronic Sunscreen Aqua Gel,499.0,100.0,29601.64,5328.3,49900.0,0.30000120240480954,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.2960164,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200246.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417309188.0,125.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Niacinamide,TDC 2% Niacinamide Oily Skin Cleanser,299.0,3.0,532.12,95.78,897.0,0.30000000000000004,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0053212,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200140.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087779292.0,100.0,The Derma Co.,Others,Face,Moisturisers,Hyaluronic Acid,Oil-Free Daily Face Moisturizer,349.0,8.0,1656.27,298.12,2792.0,0.3000035816618911,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0165627,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200354.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417316056.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,TDC 2% Salicylic Acid Gel Face Wash,299.0,30.0,5321.18,957.82,8970.0,0.30000000000000004,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.053211800000000004,MT
