Site_Code,Store_Name,Canonical_Chain,Raw_Chain_Alias,Channel,Zone,State,City,Store_Type,Mapping_Status
26506,ANGADIPET NALGONDA DIST,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Nalgonda,Macro,MAPPED_ALIAS
26507,YELLAREDDYPET OPP BUSTTAND(SIRICILLA D.T),Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Sircilla,Macro,MAPPED_ALIAS
26508,ANNARAM GUMMA DIDALA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Medak,Macro,MAPPED_ALIAS
26509,JAGITIAL OPP GOVT GENERAL HOSPITAL,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Jagityal,Macro,MAPPED_ALIAS
26510,SATHUPALLY ASWARAOPETA ROAD KHAMMAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Sathu Pally,Macro,MAPPED_ALIAS
26511,ODF COLONY SANGAREDDY DIST,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Sangareddy,Macro,MAPPED_ALIAS
26512,KODANGAL 2,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,0.0,Macro,MAPPED_ALIAS
26513,NAGARKURNOOL OPP GOVT HOSPITAL,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Nagarkurnool,Macro,MAPPED_ALIAS
26514,DHARMAPURI JAGITAL,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Dharmapuri,Macro,MAPPED_ALIAS
26515,VIKARABAD RAMAIAHGUDA X ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Vikarabd,Macro,MAPPED_ALIAS
26516,KOTHUR HYDERABAD ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Kothur,Macro,MAPPED_ALIAS
26517,AMARCHINTA WANAPARTHY,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Amarchinta,Macro,MAPPED_ALIAS
26518,SHANKARAPALLY MOKILLA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Shankarpally,Macro,MAPPED_ALIAS
26519,HASANPARTHY HANAMKONDA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Hanamkonda,Macro,MAPPED_ALIAS
26520,TOOPRAN MEDAK,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Hyderabad,Macro,MAPPED_ALIAS
26521,ZAHIRABAD SAI RAM COLONY,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Zaheerabad,Macro,MAPPED_ALIAS
26522,SHANKARAMPET MEDAK,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Medak,Macro,MAPPED_ALIAS
26523,BAHDURPALLY DULAPALLY,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,Hyderabad,Macro,MAPPED_ALIAS
26524,BOWRAMPET DPS ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,0.0,Macro,MAPPED_ALIAS
26526,TALUPULA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Sri Sathya Sai,Macro,MAPPED_ALIAS
26527,C.CAMP CENTER-KURNOOL,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Kurnool,Macro,MAPPED_ALIAS
26528,DHANALAKSHMIPURAM-NELLORE,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Nellore,Macro,MAPPED_ALIAS
26529,GUDUR-2,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Gudur,Macro,MAPPED_ALIAS
26530,SOMANDEPALLI,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Sri Sathya Sai,Macro,MAPPED_ALIAS
26532,PEAPULLY,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Nandyal,Macro,MAPPED_ALIAS
26533,NANDYAL TURNING CENTER ATMAKUR,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Atmakur,Macro,MAPPED_ALIAS
26534,SUNDUPALLI-2,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26535,VIDYANAGAR-KALYAN DURGAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26536,MULAKALACHERUVU-2,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26537,BELLARY ROAD-RAYADURGAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Telangana,0.0,Macro,MAPPED_ALIAS
26538,HINDUPUR ROAD-MADAKASIRA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Madakasira,Macro,MAPPED_ALIAS
26539,POLICE COLONY-NELLORE,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26542,CHITVEL ROAD RAILWAY KODUR,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26543,YSR CIRCLE GONEGANDLA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Kurnool (Gonegandla),Macro,MAPPED_ALIAS
26545,MADANAPALLI ROAD-PUNGANURU,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Chittoor (Punganur),Macro,MAPPED_ALIAS
26550,EAST GANGAVARAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,East Gangavaram,Macro,MAPPED_ALIAS
26551,DARSHI,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Darshi,Macro,MAPPED_ALIAS
26552,ANDHRAPRABA COLONY-VIJAYAWADA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Vijayawada,Macro,MAPPED_ALIAS
26553,RAMANAIDUPETA-MACHILIPATNAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Machilipatnam,Macro,MAPPED_ALIAS
26554,MURALI NAGAR-VIJAYAWADA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Vijayawada,Macro,MAPPED_ALIAS
26556,VEMAGIRI,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26557,VIJAYA LAKSHMIPURAM-BAPATLA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26558,NUZVID ROAD-HANUMAN JUNCTION-2,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26559,VATSAVAI,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26560,SRINIVASA NAGAR-PORANKI,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Vijayawada (Poranki),Macro,MAPPED_ALIAS
26561,KRISHNA VENI SCHOOL ROAD-PATAMATA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Vijayawada,Macro,MAPPED_ALIAS
26564,DCCVDC-VIJ,Apollo,Apollo,MT,South 2,Andhra Pradesh,N/A,Macro,PASS
26565,KOTHA ROAD JUNCTION-SKLM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Amudalavalasa,Macro,MAPPED_ALIAS
26566,VELUPUR,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Tanuku,Macro,MAPPED_ALIAS
26567,CHALLAVANI PETA-SKLM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Challavani Peta,Macro,MAPPED_ALIAS
26568,THERLAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Vizianagaram,Macro,MAPPED_ALIAS
26569,DUVVADA-GWK,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Visakhapatnam,Macro,MAPPED_ALIAS
26570,VADDADI-ANAKAPALLI,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Butchiyyapeta,Macro,MAPPED_ALIAS
26571,KOTARUBILLI JUN-VZM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Vizianagaram,Macro,MAPPED_ALIAS
26572,RAZOLE-2,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Razole,Macro,MAPPED_ALIAS
26573,ARYAPURAM-RAJAMAHENDRAVARAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Rajahmundry,Macro,MAPPED_ALIAS
26575,GOPALAPURAM,Apollo,Apollo,MT,South 2,Andhra Pradesh,Gopalapuram,Macro,PASS
26576,MRO OFFICE BOBBILI-4,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Bobbili,Macro,MAPPED_ALIAS
26577,RAMNAGAR-2-VIZAG,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Visakhapatnam,Macro,MAPPED_ALIAS
26578,MAIN ROAD-NARSIPATNAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Narsipatnam,Macro,MAPPED_ALIAS
26579,PENIGONDA-2 W.G,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Penugonda,Macro,MAPPED_ALIAS
26580,ADIVIVARAM JUNCTION-VIZAG,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Visakhapatnam,Macro,MAPPED_ALIAS
26581,VIVEKANANDA NAGAR-YENDADA,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26582,LANKA VEEDI-VZM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26583,VENKAMPETA-PARVATHIPURAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26585,MAKAVARAPALEM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26586,THOTAPALEM-VZM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,0.0,Macro,MAPPED_ALIAS
26587,SIMHAPURI LAYOUT-SIMHACHALAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,Visakhapatnam,Macro,MAPPED_ALIAS
26588,ANATHAVARAM,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,East Godavari,Macro,MAPPED_ALIAS
26589,DOMMERU,Apollo,Apollo | Apollo Pharmacy,MT,South 2,Andhra Pradesh,West Godavari,Macro,MAPPED_ALIAS
26590,NESAPAKKAM-PILLAYAR KOIL STREET,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Chennai,Macro,MAPPED_ALIAS
26591,THIRUVERKADU-PERUMALAGARAM MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Chennai,Macro,MAPPED_ALIAS
26593,SHOLINGANALLUR-KUMARASAMY NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Chennai,Macro,MAPPED_ALIAS
26594,CHENNAI INTERNATIONAL AIRPORT T2,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Chennai,Macro,MAPPED_ALIAS
26595,KORATTUR-AGRAHARAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,CHENNAI,Macro,MAPPED_ALIAS
26600,PATTARAVAKKAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,CHENNAI,Macro,MAPPED_ALIAS
26606,URANIPURAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Thanjavur,Macro,MAPPED_ALIAS
26612,SHANMUGAPURAM-THOOTHUKUDI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Thoothukudi,Macro,MAPPED_ALIAS
26619,CHENNAI INTERNATIONAL AIRPORT T3,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,CHENNAI,Macro,MAPPED_ALIAS
26632,VELLORE-USSOOR MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Vellore,Macro,MAPPED_ALIAS
26633,KANDAMANGALAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Villupuram,Macro,MAPPED_ALIAS
26634,KARAIKAL-T R PATTINAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Chennai,Macro,MAPPED_ALIAS
26635,CHIDAMBARAM-GN NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Chidambaram,Macro,MAPPED_ALIAS
26637,PERAMBALUR-ELAMBALUR ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26638,TRICHY-RAJARAM SALAI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Tiruchirappalli,Macro,MAPPED_ALIAS
26639,MADURAI-ANDARKOTTARAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Madurai,Macro,MAPPED_ALIAS
26640,PANAPAKKAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26643,CHETPET-GINGEE ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Tiruvannamalai,Macro,MAPPED_ALIAS
26644,SAMALAPURAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Amalapuram,Macro,MAPPED_ALIAS
26645,COIMBATORE-EDAYARPALAYAM ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Coimbatore,Macro,MAPPED_ALIAS
26646,COIMBATORE-LENIN STREET,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Coimbatore,Macro,MAPPED_ALIAS
26647,KARUMATHAMPATTI-LAKSHMI VENKATESWARA NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Coimbatore,Macro,MAPPED_ALIAS
26649,BATLAGUNDU-PERIYAKULAM MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Batlagundu,Macro,MAPPED_ALIAS
26650,THANJAVUR-PALLIAGRAHARAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Thanjavur,Macro,MAPPED_ALIAS
26651,PERAMBALUR-SELVA NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26653,MELVISHARAM-ANNA SALAI MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26654,THOOTHUKUDI-PALAI ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26655,COIMBATORE-THIRUVALLUVAR NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Coimbatore,Macro,MAPPED_ALIAS
26656,JAYANKONDAM-KUMBAKONAM ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Jayankondam,Macro,MAPPED_ALIAS
26657,CUDDALORE-KONDUR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26658,ARCOT-ARANI ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26659,TIMIRI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26662,ORATHANADU,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Thanjavur,Macro,MAPPED_ALIAS
26663,THANJAVUR-NAGAI ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26664,PATTUKKOTTAI-RAILWAY STATION ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Pattukkottai,Macro,MAPPED_ALIAS
26665,MADURAI-ALATHUR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26666,NACHIYARKOIL,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26667,NAGERCOIL-M S ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26669,AVALAPALLI-HOSUR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26672,HOSUR-BHARATHIYAR NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26673,UCHIPULI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26674,KOVILPATTI-ILAYARASANENDAL ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,0.0,Macro,MAPPED_ALIAS
26675,ERUMAPATTI-THURAIYUR MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Namakkal,Macro,MAPPED_ALIAS
26677,KOTTARAM,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Kanyakumari,Macro,MAPPED_ALIAS
26680,SALEM-STEEL PLANT NORTH MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Tamil Nadu,Salem,Macro,MAPPED_ALIAS
26710,JEEVANAHALLI BANGALORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,BANGALORE,Macro,MAPPED_ALIAS
26711,ANJANAPURA BANGALORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,BANGALORE,Macro,MAPPED_ALIAS
26712,MANTRI SERENITY APARTMENT,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,BANGALORE,Macro,MAPPED_ALIAS
26713,HBR LAYOUT 4TH BLOCK BNG,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,Bengaluru,Macro,MAPPED_ALIAS
26714,NAGONDANAHALLI BANGALORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,BANGALORE,Macro,MAPPED_ALIAS
26715,HEROHALLI BANGALORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,BANGALORE,Macro,MAPPED_ALIAS
26716,RK HEGDE NAGAR 2 BANGALORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,Bengaluru,Macro,MAPPED_ALIAS
26719,ANCHEPALYA MAIN ROAD BANGALORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,BANGALORE,Macro,MAPPED_ALIAS
26720,SAMPANGI RAMAIAH LAYOUT BNG,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,BANGALORE,Macro,MAPPED_ALIAS
26721,DODDANAGAMANGALA VILLAGE BNG,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,BANGALORE,Macro,MAPPED_ALIAS
26722,KAVAL BYRASANDRA BANGALORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,BANGALORE,Macro,MAPPED_ALIAS
26730,CHOODASANDRA BANGALORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,Bengaluru,Macro,MAPPED_ALIAS
26760,HINKAL MYSORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,Mysuru,Macro,MAPPED_ALIAS
26761,COLLEGE ROAD KUMTA,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26762,KINNAL ROAD KOPPAL,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26763,MOODBIDRI G V PAI NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26764,R G ROAD KARATAGI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,Karatagi,Macro,MAPPED_ALIAS
26765,VIJAYANAGAR A BLOCK MYSORE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,Mysuru,Macro,MAPPED_ALIAS
26766,KOLLEGALA ROAD MALAVALLI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26767,J H PATEL CIRCLE HAVERI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26769,VAIBHAV NAGAR BELAGAVI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26770,RUPANGUDI ROAD BELLARY,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26771,GULBARGA ROAD KAMALAPUR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26772,MUDIGERE ROAD BELUR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26773,SALIGRAMA UDUPI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26774,C G HOSPITAL ROAD DAVANGERE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26775,VINAYAKA NAGAR DAVANGERE,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26776,M M HILLS ROAD HANUR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26777,KUMBRA PUTTUR,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26778,B M ROAD KOPPA,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,Chikkamagaluru (Koppa),Macro,MAPPED_ALIAS
26779,ANANTHAPUR ROAD BALLARI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26781,UPPUNDA UDUPI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,Udupi,Macro,MAPPED_ALIAS
26782,KAMPLI ROAD GANGAVATHI,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Karnataka,0.0,Macro,MAPPED_ALIAS
26805,NHPC SEC-41 FARIDABAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,N/A,Macro,MAPPED_ALIAS
26806,GURGAON SEC-45 HUDA MARKET,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
26807,DC CVDC-LPPL OKHLA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
26808,DC CVDC-LPPL GGN PHARMA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
26809,SOUTH MOTI BAGH MARKET,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,New Delhi,Macro,MAPPED_ALIAS
26810,MAYUR VIHAR POCKET 2,Apollo,Apollo | Apollo Pharmacy,MT,South 1,Kerala,New Delhi,Macro,MAPPED_ALIAS
26811,SIGNUM GURGAON SEC 37D,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,0.0,Macro,MAPPED_ALIAS
26812,OMAXE CITY BAHADURGARH,Apollo,Apollo | Apollo Pharmacy,MT,North,Haryana,Bahadurgarh,Macro,MAPPED_ALIAS
26814,DC CVDC-PASCHIM VIHAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,0.0,Macro,MAPPED_ALIAS
26815,PYRAMID SQUARE SEC 70A,Apollo,Apollo | Apollo Pharmacy,MT,North,Haryana,Gurugram,Macro,MAPPED_ALIAS
26823,RAM PATH AYODHYA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
26824,GAUR CITY ARCADE GAUR CITY-2,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
26825,PARAG ROAD LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
26826,SHANTIPURAM PRAYAGRAJ,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Prayagraj,Macro,MAPPED_ALIAS
26827,KURSI ROAD JANKIPURAM,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
26828,RATAN PEARLS GREATER NOIDA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
26829,DC CVDC-NOIDA NDPL,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
26830,GOVINDPUR PRAYAGRAJ,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Prayagraj,Macro,MAPPED_ALIAS
26831,MIGSUN TWINZ,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
26832,PREETAM NAGAR PRAYAGRAJ,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
26833,RUCHIRA SAPPHIRE ESQUIRE,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Ghaziabad,Macro,MAPPED_ALIAS
26835,SAMRIDHI LUXURIYA NOIDA SEC-150,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi,Macro,MAPPED_ALIAS
26836,CHAK MUNDERA PRAYAGRAJ,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Prayagraj,Macro,MAPPED_ALIAS
26838,VIKAS NAGAR KANPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,UP/UK,Kanpur,Macro,MAPPED_ALIAS
26839,GANGA NAGAR MEERUT,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Meerut,Macro,MAPPED_ALIAS
26840,AMRAPALI DREAM VALLEY,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,0.0,Macro,MAPPED_ALIAS
26841,VISHNU PURI KANPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Kanpur,Macro,MAPPED_ALIAS
26842,BUDDI VIHAR MORADABAD,Apollo,Apollo | Apollo Pharmacy,MT,North,UP/UK,Moradabad,Macro,MAPPED_ALIAS
26844,KRISHNANAGAR ROAD,Apollo,Apollo | Apollo Pharmacy,MT,East,West Bengal,Krishnanagar (Nadia),Macro,MAPPED_ALIAS
